gauge_id,date,observed
4703002,2001-02-22,0.0
7330001,2001-02-22,0.0
9127001,2001-02-22,4.0
4703002,2001-02-23,0.0
7330001,2001-02-23,0.0
9127001,2001-02-23,7.0
4703002,2001-02-24,37.0
7330001,2001-02-24,0.0
9127001,2001-02-24,0.0
4703002,2001-02-25,0.0
7330001,2001-02-25,0.0
9127001,2001-02-25,11.0
4703002,2001-02-26,0.0
7330001,2001-02-26,0.0
9127001,2001-02-26,214.5
4703002,2001-02-27,0.0
7330001,2001-02-27,0.0
9127001,2001-02-27,208.0
4703002,2001-02-28,0.0
7330001,2001-02-28,0.0
9127001,2001-02-28,415.3333333333333
4703002,2001-03-01,0.0
7330001,2001-03-01,0.0
9127001,2001-03-01,2.0
4703002,2001-03-02,3.0
7330001,2001-03-02,0.0
9127001,2001-03-02,0.0
4703002,2001-03-03,0.0
7330001,2001-03-03,0.0
9127001,2001-03-03,0.0
4703002,2001-03-04,0.0
7330001,2001-03-04,0.0
9127001,2001-03-04,357.0
4703002,2001-03-05,0.0
7330001,2001-03-05,0.0
9127001,2001-03-05,0.0
4703002,2001-03-06,2.0
7330001,2001-03-06,0.0
9127001,2001-03-06,0.0
4703002,2001-03-07,1.0
7330001,2001-03-07,0.0
9127001,2001-03-07,0.0
4703002,2001-03-08,0.0
7330001,2001-03-08,0.0
9127001,2001-03-08,0.0
4703002,2001-03-09,15.0
7330001,2001-03-09,0.0
9127001,2001-03-09,124.0
4703002,2001-03-10,0.0
7330001,2001-03-10,0.0
9127001,2001-03-10,5642.619298245614
4703002,2001-03-11,3.0
7330001,2001-03-11,0.0
9127001,2001-03-11,449.0
4703002,2001-03-12,1.0
7330001,2001-03-12,14.0
9127001,2001-03-12,2052.0
4703002,2001-03-13,0.0
7330001,2001-03-13,3.0
9127001,2001-03-13,3.0
4703002,2001-03-14,0.0
7330001,2001-03-14,0.0
9127001,2001-03-14,0.0
4703002,2001-03-15,0.0
7330001,2001-03-15,0.0
9127001,2001-03-15,0.0
4703002,2001-03-16,0.0
7330001,2001-03-16,0.0
9127001,2001-03-16,13.0
4703002,2001-03-17,0.0
7330001,2001-03-17,0.0
9127001,2001-03-17,52.0
4703002,2001-03-18,0.0
7330001,2001-03-18,0.0
9127001,2001-03-18,52.0
4703002,2001-03-19,0.0
7330001,2001-03-19,0.0
9127001,2001-03-19,6.0
4703002,2001-03-20,104.0
7330001,2001-03-20,0.0
9127001,2001-03-20,0.0
4703002,2001-03-21,447.1666666666667
7330001,2001-03-21,52.0
9127001,2001-03-21,309.0
4703002,2001-03-22,808.0
7330001,2001-03-22,75.0
9127001,2001-03-22,60.0
4703002,2001-03-23,0.0
7330001,2001-03-23,320.0
9127001,2001-03-23,22.0
4703002,2001-03-24,15.0
7330001,2001-03-24,0.0
9127001,2001-03-24,0.0
4703002,2001-03-25,0.0
7330001,2001-03-25,0.0
9127001,2001-03-25,0.0
4703002,2001-03-26,0.0
7330001,2001-03-26,2.0
9127001,2001-03-26,13.0
4703002,2001-03-27,0.0
7330001,2001-03-27,0.0
9127001,2001-03-27,0.0
4703002,2001-03-28,0.0
7330001,2001-03-28,3.0
9127001,2001-03-28,159.0
4703002,2001-03-29,0.0
7330001,2001-03-29,0.0
9127001,2001-03-29,0.0
4703002,2001-03-30,78.0
7330001,2001-03-30,0.0
9127001,2001-03-30,0.0
4703002,2001-03-31,46.0
7330001,2001-03-31,96.0
9127001,2001-03-31,102.0
4703002,2001-04-01,0.0
7330001,2001-04-01,0.0
9127001,2001-04-01,43.0
4703002,2001-04-02,4.0
7330001,2001-04-02,1.0
9127001,2001-04-02,36.0
4703002,2001-04-03,0.0
7330001,2001-04-03,0.0
9127001,2001-04-03,16.0
4703002,2001-04-04,37.0
7330001,2001-04-04,0.0
9127001,2001-04-04,0.0
4703002,2001-04-05,10.0
7330001,2001-04-05,0.0
9127001,2001-04-05,0.0
4703002,2001-04-06,33.0
7330001,2001-04-06,0.0
9127001,2001-04-06,1.0
4703002,2001-04-07,0.0
7330001,2001-04-07,0.0
9127001,2001-04-07,0.0
4703002,2001-04-08,0.0
7330001,2001-04-08,0.0
9127001,2001-04-08,4.0
4703002,2001-04-09,0.0
7330001,2001-04-09,0.0
9127001,2001-04-09,0.0
4703002,2001-04-10,0.0
7330001,2001-04-10,0.0
9127001,2001-04-10,82.0
4703002,2001-04-11,0.0
7330001,2001-04-11,0.0
9127001,2001-04-11,8.0
4703002,2001-04-12,0.0
7330001,2001-04-12,0.0
9127001,2001-04-12,1.0
4703002,2001-04-13,368.75
7330001,2001-04-13,1927.085714285711
9127001,2001-04-13,0.0
4703002,2001-04-14,8.0
7330001,2001-04-14,309.5
9127001,2001-04-14,407.6666666666667
4703002,2001-04-15,0.0
7330001,2001-04-15,0.0
9127001,2001-04-15,0.0
4703002,2001-04-16,0.0
7330001,2001-04-16,0.0
9127001,2001-04-16,0.0
4703002,2001-04-17,12.0
7330001,2001-04-17,0.0
9127001,2001-04-17,0.0
4703002,2001-04-18,10.0
7330001,2001-04-18,192.5
9127001,2001-04-18,214.5
4703002,2001-04-19,0.0
7330001,2001-04-19,0.0
9127001,2001-04-19,116.0
4703002,2001-04-20,0.0
7330001,2001-04-20,0.0
9127001,2001-04-20,88.0
4703002,2001-04-21,0.0
7330001,2001-04-21,0.0
9127001,2001-04-21,65.0
4703002,2001-04-22,511.0
7330001,2001-04-22,4447.449442755797
9127001,2001-04-22,6054.285416666674
4703002,2001-04-23,493.0
7330001,2001-04-23,0.0
9127001,2001-04-23,291.5
4703002,2001-04-24,0.0
7330001,2001-04-24,0.0
9127001,2001-04-24,0.0
4703002,2001-04-25,12.0
7330001,2001-04-25,0.0
9127001,2001-04-25,167.5
4703002,2001-04-26,0.0
7330001,2001-04-26,0.0
9127001,2001-04-26,195.0
4703002,2001-04-27,0.0
7330001,2001-04-27,213.0
9127001,2001-04-27,1470.0
4703002,2001-04-28,121.5
7330001,2001-04-28,0.0
9127001,2001-04-28,0.0
4703002,2001-04-29,0.0
7330001,2001-04-29,0.0
9127001,2001-04-29,0.0
4703002,2001-04-30,0.0
7330001,2001-04-30,0.0
9127001,2001-04-30,102.0
4703002,2001-05-01,0.0
7330001,2001-05-01,0.0
9127001,2001-05-01,347.0
4703002,2001-05-02,0.0
7330001,2001-05-02,0.0
9127001,2001-05-02,109.0
4703002,2001-05-03,0.0
7330001,2001-05-03,0.0
9127001,2001-05-03,10.0
4703002,2001-05-04,0.0
7330001,2001-05-04,0.0
9127001,2001-05-04,1.0
4703002,2001-05-05,187.0
7330001,2001-05-05,0.0
9127001,2001-05-05,14.0
4703002,2001-05-06,118.0
7330001,2001-05-06,0.0
9127001,2001-05-06,60.0
4703002,2001-05-07,209.0
7330001,2001-05-07,262.0
9127001,2001-05-07,718.6666666666666
4703002,2001-05-08,0.0
7330001,2001-05-08,93.0
9127001,2001-05-08,1155.6
4703002,2001-05-09,0.0
7330001,2001-05-09,152.0
9127001,2001-05-09,167.5
4703002,2001-05-10,2.0
7330001,2001-05-10,0.0
9127001,2001-05-10,8.0
4703002,2001-05-11,2.0
7330001,2001-05-11,0.0
9127001,2001-05-11,0.0
4703002,2001-05-12,0.0
7330001,2001-05-12,0.0
9127001,2001-05-12,0.0
4703002,2001-05-13,46.0
7330001,2001-05-13,0.0
9127001,2001-05-13,15.0
4703002,2001-05-14,147.0
7330001,2001-05-14,45.0
9127001,2001-05-14,76.0
4703002,2001-05-15,2422.5800000000017
7330001,2001-05-15,2539.4400000000023
9127001,2001-05-15,195.0
4703002,2001-05-16,2.0
7330001,2001-05-16,48.0
9127001,2001-05-16,750.0
4703002,2001-05-17,0.0
7330001,2001-05-17,2294.075
9127001,2001-05-17,1718.0
4703002,2001-05-18,0.0
7330001,2001-05-18,2091.5882352941176
9127001,2001-05-18,1011.4499999999972
4703002,2001-05-19,0.0
7330001,2001-05-19,0.0
9127001,2001-05-19,624.0
4703002,2001-05-20,0.0
7330001,2001-05-20,0.0
9127001,2001-05-20,2006.0
4703002,2001-05-21,30.0
7330001,2001-05-21,4662.814184397114
9127001,2001-05-21,7748.397979798001
4703002,2001-05-22,0.0
7330001,2001-05-22,4605.383586626096
9127001,2001-05-22,968.1399999999963
4703002,2001-05-23,0.0
7330001,2001-05-23,0.0
9127001,2001-05-23,30.0
4703002,2001-05-24,0.0
7330001,2001-05-24,0.0
9127001,2001-05-24,810.0
4703002,2001-05-25,0.0
7330001,2001-05-25,3400.1666666666665
9127001,2001-05-25,3401.428571428572
4703002,2001-05-26,377.5
7330001,2001-05-26,9442.740506329112
9127001,2001-05-26,10638.810101010116
4703002,2001-05-27,0.0
7330001,2001-05-27,4390.018844984778
9127001,2001-05-27,3481.1428571428573
4703002,2001-05-28,22.0
7330001,2001-05-28,12331.822784810129
9127001,2001-05-28,4473.059999999998
4703002,2001-05-29,687.8888888888889
7330001,2001-05-29,0.0
9127001,2001-05-29,2456.050000000003
4703002,2001-05-30,245.0
7330001,2001-05-30,946.4285714285714
9127001,2001-05-30,940.0
4703002,2001-05-31,147.0
7330001,2001-05-31,0.0
9127001,2001-05-31,718.6666666666666
4703002,2001-06-01,0.0
7330001,2001-06-01,0.0
9127001,2001-06-01,167.5
4703002,2001-06-02,4.0
7330001,2001-06-02,703.0
9127001,2001-06-02,1923.2800000000047
4703002,2001-06-03,0.0
7330001,2001-06-03,0.0
9127001,2001-06-03,258.5
4703002,2001-06-04,0.0
7330001,2001-06-04,0.0
9127001,2001-06-04,1410.8333333333333
4703002,2001-06-05,0.0
7330001,2001-06-05,428.5
9127001,2001-06-05,1243.3333333333333
4703002,2001-06-06,0.0
7330001,2001-06-06,914.7142857142856
9127001,2001-06-06,5080.629824561394
4703002,2001-06-07,5.0
7330001,2001-06-07,904.1428571428572
9127001,2001-06-07,7040.305050505073
4703002,2001-06-08,0.0
7330001,2001-06-08,0.0
9127001,2001-06-08,694.0
4703002,2001-06-09,0.0
7330001,2001-06-09,0.0
9127001,2001-06-09,258.5
4703002,2001-06-10,0.0
7330001,2001-06-10,0.0
9127001,2001-06-10,0.0
4703002,2001-06-11,2.0
7330001,2001-06-11,2114.1176470588234
9127001,2001-06-11,1434.5
4703002,2001-06-12,0.0
7330001,2001-06-12,132.0
9127001,2001-06-12,195.0
4703002,2001-06-13,9.0
7330001,2001-06-13,7211.850781249999
9127001,2001-06-13,5080.629824561394
4703002,2001-06-14,30.0
7330001,2001-06-14,6606.7335937499965
9127001,2001-06-14,2345.0
4703002,2001-06-15,18.0
7330001,2001-06-15,0.0
9127001,2001-06-15,258.5
4703002,2001-06-16,0.0
7330001,2001-06-16,0.0
9127001,2001-06-16,0.0
4703002,2001-06-17,0.0
7330001,2001-06-17,0.0
9127001,2001-06-17,0.0
4703002,2001-06-18,2.0
7330001,2001-06-18,0.0
9127001,2001-06-18,0.0
4703002,2001-06-19,19.0
7330001,2001-06-19,0.0
9127001,2001-06-19,43.0
4703002,2001-06-20,0.0
7330001,2001-06-20,0.0
9127001,2001-06-20,0.0
4703002,2001-06-21,0.0
7330001,2001-06-21,0.0
9127001,2001-06-21,30.0
4703002,2001-06-22,0.0
7330001,2001-06-22,0.0
9127001,2001-06-22,0.0
4703002,2001-06-23,42.0
7330001,2001-06-23,614.25
9127001,2001-06-23,474.0
4703002,2001-06-24,0.0
7330001,2001-06-24,0.0
9127001,2001-06-24,0.0
4703002,2001-06-25,0.0
7330001,2001-06-25,0.0
9127001,2001-06-25,5.0
4703002,2001-06-26,0.0
7330001,2001-06-26,0.0
9127001,2001-06-26,17.0
4703002,2001-06-27,0.0
7330001,2001-06-27,6.0
9127001,2001-06-27,13.0
4703002,2001-06-28,0.0
7330001,2001-06-28,0.0
9127001,2001-06-28,0.0
4703002,2001-06-29,11.0
7330001,2001-06-29,1323.6363636363635
9127001,2001-06-29,1974.9800000000016
4703002,2001-06-30,0.0
7330001,2001-06-30,1024.7142857142858
9127001,2001-06-30,7818.046464646485
4703002,2001-07-01,180.0
7330001,2001-07-01,1119.0
9127001,2001-07-01,0.0
4703002,2001-07-02,6.0
7330001,2001-07-02,4935.6095238094495
9127001,2001-07-02,8003.775757575778
4703002,2001-07-03,2.0
7330001,2001-07-03,11997.29746835443
9127001,2001-07-03,6568.202083333351
4703002,2001-07-04,36.0
7330001,2001-07-04,614.25
9127001,2001-07-04,266.0
4703002,2001-07-05,0.0
7330001,2001-07-05,0.0
9127001,2001-07-05,0.0
4703002,2001-07-06,0.0
7330001,2001-07-06,0.0
9127001,2001-07-06,1011.4499999999972
4703002,2001-07-07,0.0
7330001,2001-07-07,603.0
9127001,2001-07-07,6924.224242424266
4703002,2001-07-08,315.0
7330001,2001-07-08,7332.874218749999
9127001,2001-07-08,4643.782499999994
4703002,2001-07-09,717.1
7330001,2001-07-09,0.0
9127001,2001-07-09,1062.5
4703002,2001-07-10,0.0
7330001,2001-07-10,0.0
9127001,2001-07-10,718.6666666666666
4703002,2001-07-11,0.0
7330001,2001-07-11,0.0
9127001,2001-07-11,1264.0
4703002,2001-07-12,26.0
7330001,2001-07-12,5554.778980891689
9127001,2001-07-12,2157.6
4703002,2001-07-13,209.0
7330001,2001-07-13,7357.07890625
9127001,2001-07-13,2854.133333333333
4703002,2001-07-14,10.0
7330001,2001-07-14,0.0
9127001,2001-07-14,116.0
4703002,2001-07-15,0.0
7330001,2001-07-15,0.0
9127001,2001-07-15,549.6666666666666
4703002,2001-07-16,1.0
7330001,2001-07-16,2271.625
9127001,2001-07-16,5977.197916666672
4703002,2001-07-17,1330.9763636363632
7330001,2001-07-17,5367.0125265392335
9127001,2001-07-17,2379.0
4703002,2001-07-18,1176.4788235294152
7330001,2001-07-18,4863.821276595677
9127001,2001-07-18,1729.125
4703002,2001-07-19,12348.076807200903
7330001,2001-07-19,7780.25105485232
9127001,2001-07-19,3757.423076923077
4703002,2001-07-20,1132.6529411764752
7330001,2001-07-20,7223.953124999999
9127001,2001-07-20,4840.7699999999895
4703002,2001-07-21,6.0
7330001,2001-07-21,3070.576923076923
9127001,2001-07-21,291.5
4703002,2001-07-22,0.0
7330001,2001-07-22,0.0
9127001,2001-07-22,0.0
4703002,2001-07-23,0.0
7330001,2001-07-23,0.0
9127001,2001-07-23,0.0
4703002,2001-07-24,0.0
7330001,2001-07-24,0.0
9127001,2001-07-24,22.0
4703002,2001-07-25,4.0
7330001,2001-07-25,0.0
9127001,2001-07-25,0.0
4703002,2001-07-26,0.0
7330001,2001-07-26,0.0
9127001,2001-07-26,0.0
4703002,2001-07-27,0.0
7330001,2001-07-27,0.0
9127001,2001-07-27,0.0
4703002,2001-07-28,0.0
7330001,2001-07-28,0.0
9127001,2001-07-28,43.0
4703002,2001-07-29,903.559230769235
7330001,2001-07-29,4171.58499999999
9127001,2001-07-29,3008.625
4703002,2001-07-30,4828.932900634159
7330001,2001-07-30,6400.993749999996
9127001,2001-07-30,2121.0
4703002,2001-07-31,352.25
7330001,2001-07-31,1696.8500000000058
9127001,2001-07-31,1275.1666666666667
4703002,2001-08-01,0.0
7330001,2001-08-01,4289.515298885497
9127001,2001-08-01,4279.969696969697
4703002,2001-08-02,0.0
7330001,2001-08-02,1334.2727272727273
9127001,2001-08-02,142.0
4703002,2001-08-03,0.0
7330001,2001-08-03,0.0
9127001,2001-08-03,15.0
4703002,2001-08-04,42.0
7330001,2001-08-04,48.0
9127001,2001-08-04,8.0
4703002,2001-08-05,262.3333333333333
7330001,2001-08-05,883.0
9127001,2001-08-05,789.5
4703002,2001-08-06,0.0
7330001,2001-08-06,0.0
9127001,2001-08-06,133.0
4703002,2001-08-07,0.0
7330001,2001-08-07,0.0
9127001,2001-08-07,0.0
4703002,2001-08-08,0.0
7330001,2001-08-08,0.0
9127001,2001-08-08,0.0
4703002,2001-08-09,0.0
7330001,2001-08-09,0.0
9127001,2001-08-09,0.0
4703002,2001-08-10,0.0
7330001,2001-08-10,0.0
9127001,2001-08-10,0.0
4703002,2001-08-11,0.0
7330001,2001-08-11,14.0
9127001,2001-08-11,142.0
4703002,2001-08-12,0.0
7330001,2001-08-12,979.5714285714286
9127001,2001-08-12,986.8999999999942
4703002,2001-08-13,0.0
7330001,2001-08-13,860.6666666666666
9127001,2001-08-13,2635.19230769231
4703002,2001-08-14,0.0
7330001,2001-08-14,87.0
9127001,2001-08-14,82.0
4703002,2001-08-15,22.0
7330001,2001-08-15,0.0
9127001,2001-08-15,0.0
4703002,2001-08-16,529.0
7330001,2001-08-16,57.0
9127001,2001-08-16,0.0
4703002,2001-08-17,538.0
7330001,2001-08-17,0.0
9127001,2001-08-17,3.0
4703002,2001-08-18,0.0
7330001,2001-08-18,443.5
9127001,2001-08-18,1062.5
4703002,2001-08-19,0.0
7330001,2001-08-19,31.0
9127001,2001-08-19,0.0
4703002,2001-08-20,0.0
7330001,2001-08-20,0.0
9127001,2001-08-20,1.0
4703002,2001-08-21,0.0
7330001,2001-08-21,0.0
9127001,2001-08-21,0.0
4703002,2001-08-22,0.0
7330001,2001-08-22,0.0
9127001,2001-08-22,0.0
4703002,2001-08-23,0.0
7330001,2001-08-23,0.0
9127001,2001-08-23,2.0
4703002,2001-08-24,1.0
7330001,2001-08-24,2.0
9127001,2001-08-24,0.0
4703002,2001-08-25,1022.8946666666724
7330001,2001-08-25,5863.252441613578
9127001,2001-08-25,2854.133333333333
4703002,2001-08-26,3792.459429804156
7330001,2001-08-26,3528.805555555556
9127001,2001-08-26,1547.0
4703002,2001-08-27,255.0
7330001,2001-08-27,511.0
9127001,2001-08-27,598.5
4703002,2001-08-28,308.0
7330001,2001-08-28,6050.025781249995
9127001,2001-08-28,5694.543750000001
4703002,2001-08-29,839.8530769230783
7330001,2001-08-29,5527.955201698481
9127001,2001-08-29,1243.3333333333333
4703002,2001-08-30,483.8333333333333
7330001,2001-08-30,0.0
9127001,2001-08-30,0.0
4703002,2001-08-31,0.0
7330001,2001-08-31,0.0
9127001,2001-08-31,1.0
4703002,2001-09-01,147.0
7330001,2001-09-01,1.0
9127001,2001-09-01,0.0
4703002,2001-09-02,42.0
7330001,2001-09-02,3.0
9127001,2001-09-02,1.0
4703002,2001-09-03,0.0
7330001,2001-09-03,17.0
9127001,2001-09-03,22.0
4703002,2001-09-04,0.0
7330001,2001-09-04,10.0
9127001,2001-09-04,0.0
4703002,2001-09-05,0.0
7330001,2001-09-05,0.0
9127001,2001-09-05,76.0
4703002,2001-09-06,0.0
7330001,2001-09-06,0.0
9127001,2001-09-06,300.0
4703002,2001-09-07,0.0
7330001,2001-09-07,0.0
9127001,2001-09-07,43.0
4703002,2001-09-08,0.0
7330001,2001-09-08,60.0
9127001,2001-09-08,1275.1666666666667
4703002,2001-09-09,0.0
7330001,2001-09-09,0.0
9127001,2001-09-09,5.0
4703002,2001-09-10,0.0
7330001,2001-09-10,0.0
9127001,2001-09-10,0.0
4703002,2001-09-11,163.0
7330001,2001-09-11,0.0
9127001,2001-09-11,0.0
4703002,2001-09-12,465.5
7330001,2001-09-12,192.5
9127001,2001-09-12,102.0
4703002,2001-09-13,1.0
7330001,2001-09-13,10.0
9127001,2001-09-13,88.0
4703002,2001-09-14,0.0
7330001,2001-09-14,0.0
9127001,2001-09-14,0.0
4703002,2001-09-15,0.0
7330001,2001-09-15,12.0
9127001,2001-09-15,0.0
4703002,2001-09-16,0.0
7330001,2001-09-16,0.0
9127001,2001-09-16,0.0
4703002,2001-09-17,30.0
7330001,2001-09-17,6.0
9127001,2001-09-17,30.0
4703002,2001-09-18,0.0
7330001,2001-09-18,0.0
9127001,2001-09-18,36.0
4703002,2001-09-19,0.0
7330001,2001-09-19,0.0
9127001,2001-09-19,88.0
4703002,2001-09-20,0.0
7330001,2001-09-20,6.0
9127001,2001-09-20,274.5
4703002,2001-09-21,0.0
7330001,2001-09-21,20.0
9127001,2001-09-21,0.0
4703002,2001-09-22,2.0
7330001,2001-09-22,173.0
9127001,2001-09-22,151.0
4703002,2001-09-23,2278.8097704614115
7330001,2001-09-23,2192.970588235294
9127001,2001-09-23,2404.6833333333343
4703002,2001-09-24,0.0
7330001,2001-09-24,0.0
9127001,2001-09-24,65.0
4703002,2001-09-25,4.0
7330001,2001-09-25,24.0
9127001,2001-09-25,151.0
4703002,2001-09-26,285.0
7330001,2001-09-26,403.0
9127001,2001-09-26,624.0
4703002,2001-09-27,26.0
7330001,2001-09-27,1211.0
9127001,2001-09-27,615.5
4703002,2001-09-28,0.0
7330001,2001-09-28,12.0
9127001,2001-09-28,43.0
4703002,2001-09-29,245.0
7330001,2001-09-29,0.0
9127001,2001-09-29,76.0
4703002,2001-09-30,52.0
7330001,2001-09-30,147.0
9127001,2001-09-30,364.0
4703002,2001-10-01,0.0
7330001,2001-10-01,0.0
9127001,2001-10-01,135.0
4703002,2001-10-02,0.0
7330001,2001-10-02,0.0
9127001,2001-10-02,0.0
4703002,2001-10-03,4.0
7330001,2001-10-03,0.0
9127001,2001-10-03,116.0
4703002,2001-10-04,0.0
7330001,2001-10-04,0.0
9127001,2001-10-04,30.0
4703002,2001-10-05,0.0
7330001,2001-10-05,179.5
9127001,2001-10-05,65.0
4703002,2001-10-06,0.0
7330001,2001-10-06,271.0
9127001,2001-10-06,309.0
4703002,2001-10-07,0.0
7330001,2001-10-07,1256.3333333333333
9127001,2001-10-07,694.0
4703002,2001-10-08,0.0
7330001,2001-10-08,0.0
9127001,2001-10-08,0.0
4703002,2001-10-09,0.0
7330001,2001-10-09,0.0
9127001,2001-10-09,236.0
4703002,2001-10-10,0.0
7330001,2001-10-10,54.0
9127001,2001-10-10,0.0
4703002,2001-10-11,0.0
7330001,2001-10-11,0.0
9127001,2001-10-11,0.0
4703002,2001-10-12,0.0
7330001,2001-10-12,0.0
9127001,2001-10-12,2.0
4703002,2001-10-13,0.0
7330001,2001-10-13,0.0
9127001,2001-10-13,0.0
4703002,2001-10-14,0.0
7330001,2001-10-14,3.0
9127001,2001-10-14,0.0
4703002,2001-10-15,0.0
7330001,2001-10-15,0.0
9127001,2001-10-15,0.0
4703002,2001-10-16,0.0
7330001,2001-10-16,0.0
9127001,2001-10-16,8.0
4703002,2001-10-17,129.0
7330001,2001-10-17,0.0
9127001,2001-10-17,36.0
4703002,2001-10-18,0.0
7330001,2001-10-18,5.0
9127001,2001-10-18,0.0
4703002,2001-10-19,2.0
7330001,2001-10-19,3.0
9127001,2001-10-19,509.0
4703002,2001-10-20,55.0
7330001,2001-10-20,71.0
9127001,2001-10-20,36.0
4703002,2001-10-21,0.0
7330001,2001-10-21,0.0
9127001,2001-10-21,0.0
4703002,2001-10-22,2.0
7330001,2001-10-22,0.0
9127001,2001-10-22,0.0
4703002,2001-10-23,33.0
7330001,2001-10-23,0.0
9127001,2001-10-23,0.0
4703002,2001-10-24,2.0
7330001,2001-10-24,0.0
9127001,2001-10-24,30.0
4703002,2001-10-25,0.0
7330001,2001-10-25,0.0
9127001,2001-10-25,490.6666666666667
4703002,2001-10-26,12.0
7330001,2001-10-26,0.0
9127001,2001-10-26,378.0
4703002,2001-10-27,989.9526666666726
7330001,2001-10-27,236.5
9127001,2001-10-27,142.0
4703002,2001-10-28,163.0
7330001,2001-10-28,0.0
9127001,2001-10-28,52.0
4703002,2001-10-29,0.0
7330001,2001-10-29,0.0
9127001,2001-10-29,0.0
4703002,2001-10-30,0.0
7330001,2001-10-30,0.0
